[2022-02-25 11:59:41,730] multiqc                                            [DEBUG  ]  No MultiQC config found: /opt/conda/envs/nf-core-atacseq-1.2.1/lib/python3.7/site-packages/multiqc_config.yaml
[2022-02-25 12:00:11,640] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK24_R1_T2_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,640] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C4_R1_T1_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,640] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C4_R2_T1_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,640] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C4_R2_T2_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,640] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK1_R2_T1_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,640] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK0_R1_T1_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,640] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C0_R2_T2_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,640] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK0_R2_T1_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,640] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C1_R1_T2_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,640] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK1_R1_T1_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,640] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK4_R1_T1_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,640] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C24_R1_T2_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,640] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C4_R1_T2_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,640] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK0_R1_T2_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,640] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK24_R2_T2_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,640] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK24_R2_T2_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,640] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C4_R1_T2_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,641] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK4_R2_T1_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,641] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK1_R1_T2_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,641] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C0_R2_T2_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,641] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK4_R2_T1_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,641] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK4_R2_T2_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,641] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C4_R1_T1_1_val_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,641] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK24_R1_T1_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,641] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C24_R2_T2_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,641] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C24_R2_T1_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,641] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK0_R2_T2_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,641] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C0_R1_T2_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,641] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK4_R1_T2_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,641] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C4_R2_T2_2_val_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (raw)'
[2022-02-25 12:00:11,641] multiqc.modules.fastqc.fastqc                      [INFO   ]  Found 64 reports
[2022-02-25 12:00:13,690] multiqc.modules.cutadapt.cutadapt                  [INFO   ]  Found 64 reports
[2022-02-25 12:00:13,762] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK1_R2_T2_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,762] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK1_R1_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,762] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C4_R1_T2_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,762] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C0_R1_T2_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,762] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK0_R2_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,762] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C1_R1_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,762] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C24_R2_T2_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,762] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK4_R2_T2_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,762] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK0_R2_T2_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,762] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK4_R2_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,762] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK1_R1_T2_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,762] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C1_R2_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,762] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK1_R1_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,762] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C1_R2_T2_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,763] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C1_R1_T2_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,763] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C24_R1_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,763] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C4_R2_T2_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,763] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK4_R2_T2_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,763] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C4_R1_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,763] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK4_R1_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,763] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK0_R1_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,763] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C4_R2_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,763] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK0_R1_T2_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,763] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK4_R2_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,763] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C0_R2_T2_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,763] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C0_R2_T2_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,763] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK24_R2_T2_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,763] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK24_R2_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,763] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C24_R1_T2_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,763] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK24_R1_T2_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,763] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C4_R1_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,763] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C24_R2_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C4_R1_T2_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C4_R2_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C0_R1_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C0_R1_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK24_R1_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK1_R2_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C24_R2_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C1_R1_T2_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK4_R1_T2_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C1_R2_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C24_R2_T2_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C24_R1_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C0_R2_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK1_R2_T2_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK24_R1_T2_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK24_R2_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C1_R1_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,764] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK0_R1_T1_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,765] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK0_R1_T2_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,765] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C24_R1_T2_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,765] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'IK1_R1_T2_1_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
[2022-02-25 12:00:13,765] multiqc.modules.base_module                        [DEBUG  ]  fastqc/zip - Skipping 'C0_R2_T1_2_fastqc.zip' as it didn't match the path_filters for 'LIB: FastQC (trimmed)'
